device_id,device_type,operating_system,ip_address,location
DEV_10818,MOBILE,Android 14,107.139.14.78,Glasgow
DEV_10819,TABLET,iPadOS 17,182.16.158.254,Birmingham
DEV_10820,MOBILE,Android 14,171.221.204.71,Manchester
DEV_10821,LAPTOP,macOS Ventura,99.167.113.232,Edinburgh
DEV_10822,LAPTOP,Windows 11,71.32.36.106,Newcastle
DEV_10823,TABLET,iPadOS 16,112.54.252.224,Edinburgh
DEV_10824,TABLET,iPadOS 17,51.184.143.73,Edinburgh
DEV_10825,MOBILE,Android 14,96.44.93.175,Birmingham
DEV_10826,TABLET,iPadOS 16,149.5.240.48,Birmingham
DEV_10827,LAPTOP,Windows 10,39.186.89.104,Bristol
DEV_10828,TABLET,iPadOS 17,96.99.152.66,Manchester
DEV_10829,TABLET,iPadOS 16,146.87.13.208,Nottingham
DEV_10830,LAPTOP,Ubuntu 22.04,38.190.79.158,Belfast
DEV_10831,MOBILE,iOS 16.5,173.184.185.179,Cardiff
DEV_10832,LAPTOP,macOS Sonoma,54.36.204.216,Cardiff
DEV_10833,TABLET,iPadOS 17,160.165.159.45,Coventry
DEV_10834,MOBILE,iOS 17.4,75.89.77.215,Liverpool
DEV_10835,TABLET,Android 13 Tablet,142.218.49.118,Birmingham
DEV_10836,MOBILE,iOS 17.4,32.239.143.58,Cardiff
DEV_10837,MOBILE,iOS 17.4,89.98.174.55,Edinburgh
DEV_10838,LAPTOP,Windows 11,166.249.58.109,Edinburgh
DEV_10839,MOBILE,Android 13,122.114.194.57,Newcastle
DEV_10840,TABLET,Android 13 Tablet,115.164.156.124,Nottingham
DEV_10841,TABLET,Android 13 Tablet,90.183.183.204,Cardiff
DEV_10842,LAPTOP,Windows 10,93.41.97.228,Belfast
DEV_10843,LAPTOP,Windows 11,104.72.223.19,Liverpool
DEV_10844,MOBILE,iOS 16.5,49.247.211.155,Cardiff
DEV_10845,TABLET,Android 13 Tablet,130.250.101.93,Manchester
DEV_10846,LAPTOP,macOS Ventura,37.154.206.108,Newcastle
DEV_10847,MOBILE,Android 13,145.124.177.231,Belfast
DEV_10848,LAPTOP,Windows 11,81.103.181.106,Belfast
DEV_10849,LAPTOP,Ubuntu 22.04,152.32.39.225,Leicester
DEV_10850,MOBILE,Android 14,172.209.188.19,Bristol
DEV_10851,MOBILE,Android 13,53.191.114.62,Belfast
DEV_10852,LAPTOP,macOS Ventura,116.134.227.90,Belfast
DEV_10853,MOBILE,Android 14,122.237.23.202,London
DEV_10854,LAPTOP,Windows 10,150.5.149.142,Cardiff
DEV_10855,MOBILE,iOS 16.5,98.84.174.29,Belfast
DEV_10856,MOBILE,iOS 17.4,61.65.214.22,Nottingham
DEV_10857,MOBILE,Android 14,151.191.9.25,Leicester
DEV_10858,MOBILE,iOS 17.4,190.4.26.237,Leeds
DEV_10859,LAPTOP,Windows 10,148.68.89.169,Coventry
DEV_10860,TABLET,Android 13 Tablet,128.62.24.129,Nottingham
DEV_10861,LAPTOP,Windows 10,34.163.224.45,Glasgow
DEV_10862,TABLET,Android 13 Tablet,116.123.154.113,Sheffield
DEV_10863,TABLET,iPadOS 17,160.223.194.49,Birmingham
DEV_10864,MOBILE,iOS 17.4,194.138.235.14,Liverpool
DEV_10865,LAPTOP,Windows 10,187.105.54.234,Liverpool
DEV_10866,MOBILE,Android 14,99.54.209.174,Coventry
DEV_10867,LAPTOP,Windows 10,193.152.126.22,Leeds
DEV_10868,LAPTOP,Windows 10,81.31.232.66,Sheffield
DEV_10869,TABLET,iPadOS 16,167.52.82.134,Coventry
DEV_10870,TABLET,Android 13 Tablet,166.70.123.48,Newcastle
DEV_10871,MOBILE,Android 14,118.204.128.75,Belfast
DEV_10872,TABLET,iPadOS 17,45.194.47.34,Coventry
DEV_10873,LAPTOP,Ubuntu 22.04,69.96.241.11,Birmingham
DEV_10874,TABLET,iPadOS 17,120.46.132.206,Nottingham
DEV_10875,LAPTOP,Windows 11,183.76.131.71,Belfast
DEV_10876,TABLET,Android 13 Tablet,188.24.172.42,Bristol
DEV_10877,TABLET,iPadOS 16,156.19.10.240,Liverpool
DEV_10878,MOBILE,iOS 16.5,65.5.36.78,Liverpool
DEV_10879,LAPTOP,Windows 10,123.174.38.159,Bristol
DEV_10880,MOBILE,iOS 16.5,45.73.247.223,Sheffield
DEV_10881,TABLET,Android 13 Tablet,169.45.27.109,Bristol
DEV_10882,LAPTOP,macOS Sonoma,184.126.51.114,Liverpool
DEV_10883,LAPTOP,Windows 11,168.163.146.75,Birmingham
DEV_10884,MOBILE,iOS 17.4,179.173.176.201,Bristol
DEV_10885,TABLET,iPadOS 16,186.31.104.233,Sheffield
DEV_10886,LAPTOP,Windows 10,33.212.41.20,Glasgow
DEV_10887,MOBILE,iOS 16.5,62.198.18.219,Bristol
DEV_10888,LAPTOP,Windows 10,71.47.111.44,Glasgow
DEV_10889,LAPTOP,macOS Sonoma,46.216.215.218,Edinburgh
DEV_10890,LAPTOP,macOS Ventura,143.167.123.197,Birmingham
DEV_10891,MOBILE,Android 13,194.73.219.164,Newcastle
DEV_10892,MOBILE,Android 14,56.75.222.99,Sheffield
DEV_10893,LAPTOP,Ubuntu 22.04,96.71.191.33,Birmingham
DEV_10894,TABLET,iPadOS 16,146.83.181.79,Bristol
DEV_10895,MOBILE,iOS 17.4,180.97.149.201,Birmingham
DEV_10896,TABLET,Android 13 Tablet,39.15.201.223,Belfast
DEV_10897,TABLET,iPadOS 16,42.161.172.155,Birmingham
DEV_10898,LAPTOP,macOS Sonoma,81.185.135.246,Liverpool
DEV_10899,MOBILE,Android 14,98.44.161.124,Glasgow
DEV_10900,MOBILE,iOS 16.5,53.143.185.120,Nottingham
DEV_10901,TABLET,Android 13 Tablet,130.101.177.59,Leeds
DEV_10902,LAPTOP,macOS Ventura,49.104.245.138,Coventry
DEV_10903,LAPTOP,Windows 10,175.83.218.33,Newcastle
DEV_10904,LAPTOP,macOS Ventura,177.57.60.68,Belfast
DEV_10905,MOBILE,Android 13,138.36.149.162,Glasgow
DEV_10906,MOBILE,Android 13,84.62.152.43,Leeds
DEV_10907,MOBILE,iOS 17.4,51.246.84.183,London
DEV_10908,TABLET,iPadOS 17,67.69.209.186,London
DEV_10909,LAPTOP,macOS Ventura,155.189.53.167,Newcastle
DEV_10910,LAPTOP,macOS Ventura,195.8.184.15,Manchester
DEV_10911,TABLET,iPadOS 16,42.243.235.151,Bristol
DEV_10912,LAPTOP,macOS Sonoma,86.212.15.102,Bristol
DEV_10913,MOBILE,Android 14,194.134.45.99,Nottingham
DEV_10914,LAPTOP,Windows 11,180.243.219.60,Glasgow
DEV_10915,TABLET,Android 13 Tablet,89.25.66.147,Glasgow
DEV_10916,TABLET,iPadOS 16,149.126.186.220,Leeds
DEV_10917,MOBILE,iOS 16.5,194.27.131.205,Cardiff
DEV_10918,LAPTOP,macOS Sonoma,167.132.101.59,Bristol
DEV_10919,TABLET,Android 13 Tablet,115.191.93.144,London
DEV_10920,TABLET,Android 13 Tablet,177.170.34.145,Coventry
DEV_10921,LAPTOP,Windows 11,87.247.97.150,Birmingham
DEV_10922,LAPTOP,Ubuntu 22.04,192.149.145.24,London
DEV_10923,TABLET,Android 13 Tablet,117.128.169.159,Edinburgh
DEV_10924,TABLET,iPadOS 16,164.79.236.128,Nottingham
DEV_10925,MOBILE,iOS 17.4,47.126.211.233,Leicester
DEV_10926,TABLET,iPadOS 17,187.192.79.148,Belfast
DEV_10927,MOBILE,Android 13,33.141.2.68,Liverpool
DEV_10928,LAPTOP,Windows 10,180.116.230.119,London
DEV_10929,MOBILE,iOS 16.5,82.3.112.103,Sheffield
DEV_10930,LAPTOP,Windows 11,114.69.241.229,Coventry
DEV_10931,LAPTOP,Windows 10,63.108.93.25,Sheffield
DEV_10932,MOBILE,Android 13,98.236.224.85,Birmingham
DEV_10933,LAPTOP,macOS Ventura,33.248.37.96,Cardiff
DEV_10934,TABLET,Android 13 Tablet,145.204.173.120,Cardiff
DEV_10935,MOBILE,iOS 17.4,111.68.177.82,Birmingham
DEV_10936,MOBILE,Android 13,150.26.66.32,London
DEV_10937,TABLET,Android 13 Tablet,161.211.92.213,Edinburgh
DEV_10938,MOBILE,iOS 16.5,133.135.102.149,Leeds
DEV_10939,TABLET,Android 13 Tablet,168.241.98.91,Leeds
DEV_10940,TABLET,iPadOS 16,87.120.73.244,Leeds
DEV_10941,MOBILE,Android 13,97.241.134.129,Cardiff
DEV_10942,MOBILE,iOS 16.5,168.233.252.90,Leicester
DEV_10943,TABLET,iPadOS 16,162.244.221.95,Nottingham
DEV_10944,LAPTOP,macOS Sonoma,174.142.72.238,Manchester
DEV_10945,TABLET,iPadOS 17,155.94.195.45,Liverpool
DEV_10946,LAPTOP,Windows 10,133.134.42.121,Nottingham
DEV_10947,LAPTOP,macOS Sonoma,156.183.139.98,Liverpool
DEV_10948,LAPTOP,Windows 11,122.163.175.28,Coventry
DEV_10949,LAPTOP,macOS Ventura,98.164.165.78,Liverpool
DEV_10950,TABLET,iPadOS 17,189.160.137.49,Edinburgh
DEV_10951,LAPTOP,Ubuntu 22.04,111.230.20.207,Edinburgh
DEV_10952,LAPTOP,Ubuntu 22.04,59.242.215.223,Newcastle
DEV_10953,LAPTOP,Ubuntu 22.04,193.110.246.158,Leicester
DEV_10954,TABLET,iPadOS 16,38.251.66.166,Coventry
DEV_10955,LAPTOP,macOS Ventura,138.43.153.181,Glasgow
DEV_10956,LAPTOP,Windows 10,77.75.80.144,Belfast
DEV_10957,LAPTOP,Windows 11,138.227.77.68,Birmingham
DEV_10958,LAPTOP,macOS Ventura,118.46.2.125,London
DEV_10959,LAPTOP,macOS Sonoma,92.194.66.163,Birmingham
DEV_10960,LAPTOP,macOS Sonoma,37.195.25.211,Glasgow
DEV_10961,MOBILE,iOS 16.5,153.79.143.75,Cardiff
DEV_10962,TABLET,iPadOS 17,84.35.176.151,Liverpool
DEV_10963,TABLET,iPadOS 17,165.40.162.137,Leeds
DEV_10964,MOBILE,iOS 17.4,155.129.73.152,Cardiff
DEV_10965,MOBILE,Android 14,52.156.170.52,Liverpool
DEV_10966,TABLET,iPadOS 16,101.224.41.156,London
DEV_10967,TABLET,Android 13 Tablet,85.72.125.90,Belfast
DEV_10968,MOBILE,Android 14,140.67.42.49,Newcastle
DEV_10969,LAPTOP,Ubuntu 22.04,89.154.170.229,Nottingham
DEV_10970,LAPTOP,Windows 10,39.75.45.58,Cardiff
DEV_10971,TABLET,Android 13 Tablet,90.190.205.31,Liverpool
DEV_10972,MOBILE,iOS 17.4,91.135.181.172,London
DEV_10973,LAPTOP,Windows 11,182.197.184.229,Newcastle
DEV_10974,TABLET,iPadOS 16,96.81.173.228,Leeds
DEV_10975,LAPTOP,macOS Ventura,172.113.140.183,Edinburgh
DEV_10976,TABLET,Android 13 Tablet,164.88.227.33,Nottingham
DEV_10977,LAPTOP,macOS Sonoma,82.217.211.211,Birmingham
DEV_10978,MOBILE,Android 13,178.87.207.128,Leeds
DEV_10979,LAPTOP,macOS Sonoma,151.106.214.51,Cardiff
DEV_10980,MOBILE,iOS 17.4,36.245.143.180,Manchester
DEV_10981,MOBILE,Android 14,77.137.249.100,Leeds
DEV_10982,TABLET,Android 13 Tablet,166.119.2.4,Leeds
DEV_10983,TABLET,iPadOS 16,74.36.133.136,Bristol
DEV_10984,TABLET,iPadOS 17,132.18.174.247,Nottingham
DEV_10985,TABLET,iPadOS 17,189.168.47.99,Coventry
DEV_10986,TABLET,iPadOS 17,80.199.218.145,Leeds
DEV_10987,LAPTOP,Windows 11,92.43.68.183,Coventry
DEV_10988,TABLET,iPadOS 17,169.181.217.68,Newcastle
DEV_10989,MOBILE,Android 14,69.2.220.105,Belfast
DEV_10990,TABLET,iPadOS 16,60.73.61.230,Edinburgh
DEV_10991,LAPTOP,Ubuntu 22.04,85.57.232.94,Birmingham
DEV_10992,LAPTOP,macOS Ventura,121.92.159.207,Birmingham
DEV_10993,LAPTOP,Windows 11,68.39.187.254,Nottingham
DEV_10994,TABLET,Android 13 Tablet,129.31.49.220,Edinburgh
DEV_10995,LAPTOP,Ubuntu 22.04,120.203.191.96,Coventry
DEV_10996,TABLET,Android 13 Tablet,149.132.28.177,London
DEV_10997,MOBILE,Android 13,187.84.100.247,Bristol
DEV_10998,MOBILE,iOS 16.5,121.135.78.119,Cardiff
DEV_10999,TABLET,iPadOS 17,180.237.252.208,Sheffield
DEV_11000,MOBILE,Android 14,34.212.133.50,Liverpool
DEV_11001,TABLET,iPadOS 17,31.93.135.109,Bristol
DEV_11002,MOBILE,Android 13,56.224.144.116,Birmingham
DEV_11003,TABLET,iPadOS 17,130.196.99.184,Manchester
DEV_11004,MOBILE,iOS 17.4,96.99.185.133,Glasgow
DEV_11005,LAPTOP,macOS Sonoma,187.147.144.192,Newcastle
DEV_11006,MOBILE,Android 13,101.105.182.62,Glasgow
DEV_11007,LAPTOP,macOS Ventura,71.55.18.216,Sheffield
DEV_11008,TABLET,iPadOS 16,60.53.29.67,Liverpool
DEV_11009,LAPTOP,macOS Sonoma,132.253.87.189,Leicester
DEV_11010,TABLET,iPadOS 16,60.90.69.202,Bristol
DEV_11011,TABLET,Android 13 Tablet,118.118.28.14,Coventry
DEV_11012,TABLET,iPadOS 16,110.146.12.168,London
DEV_11013,MOBILE,Android 14,51.127.247.186,Edinburgh
DEV_11014,LAPTOP,Ubuntu 22.04,71.136.6.208,Manchester
DEV_11015,LAPTOP,macOS Ventura,188.224.71.139,Bristol
DEV_11016,TABLET,iPadOS 16,38.229.241.50,Manchester
DEV_11017,MOBILE,iOS 16.5,78.46.135.170,Sheffield
DEV_11018,TABLET,Android 13 Tablet,186.7.31.26,Sheffield
DEV_11019,LAPTOP,macOS Ventura,154.7.47.152,Manchester
DEV_11020,MOBILE,Android 14,87.212.36.142,Bristol
DEV_11021,MOBILE,iOS 17.4,103.208.233.149,Edinburgh
DEV_11022,MOBILE,iOS 17.4,178.138.62.136,Leicester
DEV_11023,LAPTOP,Windows 11,88.94.168.44,Leeds
DEV_11024,MOBILE,Android 13,136.197.231.249,Cardiff
DEV_11025,MOBILE,Android 14,56.229.89.40,Nottingham
DEV_11026,TABLET,Android 13 Tablet,166.177.93.187,Coventry
DEV_11027,TABLET,iPadOS 17,100.153.120.85,Sheffield
DEV_11028,TABLET,iPadOS 17,191.219.127.45,Newcastle
DEV_11029,LAPTOP,macOS Sonoma,192.2.98.145,Glasgow
DEV_11030,TABLET,Android 13 Tablet,167.225.130.204,Liverpool
DEV_11031,LAPTOP,Windows 11,152.143.141.174,Nottingham
DEV_11032,TABLET,iPadOS 17,120.182.9.70,Newcastle
DEV_11033,TABLET,iPadOS 16,186.73.96.180,London
DEV_11034,MOBILE,Android 13,91.80.48.200,Birmingham
DEV_11035,MOBILE,Android 14,45.106.211.219,Cardiff
DEV_11036,LAPTOP,macOS Sonoma,133.250.201.166,Birmingham
DEV_11037,TABLET,iPadOS 17,166.31.8.60,Edinburgh
DEV_11038,LAPTOP,macOS Ventura,63.239.48.220,Nottingham
DEV_11039,MOBILE,Android 14,194.237.109.152,Newcastle
DEV_11040,MOBILE,Android 14,170.122.249.101,Sheffield
DEV_11041,MOBILE,iOS 16.5,129.39.73.11,Leeds
DEV_11042,MOBILE,iOS 17.4,158.157.85.152,Edinburgh
DEV_11043,TABLET,iPadOS 17,94.88.81.229,Nottingham
DEV_11044,LAPTOP,Windows 11,182.238.226.30,Bristol
DEV_11045,MOBILE,Android 14,120.139.40.154,Manchester
DEV_11046,LAPTOP,macOS Sonoma,137.57.87.204,Coventry
DEV_11047,LAPTOP,Windows 10,118.235.12.90,Sheffield
DEV_11048,LAPTOP,macOS Sonoma,138.61.11.44,Leicester
DEV_11049,TABLET,iPadOS 17,69.100.77.211,Leeds
DEV_11050,TABLET,Android 13 Tablet,193.32.38.122,Leicester
DEV_11051,LAPTOP,Ubuntu 22.04,38.230.34.83,Coventry
DEV_11052,LAPTOP,Windows 11,176.87.122.152,Manchester
DEV_11053,MOBILE,Android 14,71.151.145.132,Birmingham
DEV_11054,TABLET,iPadOS 17,180.22.208.103,Birmingham
DEV_11055,LAPTOP,macOS Ventura,160.26.20.110,Nottingham
DEV_11056,MOBILE,iOS 17.4,132.161.120.146,Glasgow
DEV_11057,MOBILE,Android 14,41.45.158.50,Newcastle
DEV_11058,LAPTOP,Windows 10,79.98.100.102,Nottingham
DEV_11059,LAPTOP,Ubuntu 22.04,92.56.113.140,Cardiff
DEV_11060,TABLET,iPadOS 17,78.3.48.238,Glasgow
DEV_11061,LAPTOP,Ubuntu 22.04,137.228.165.50,Coventry
DEV_11062,MOBILE,iOS 16.5,86.190.32.105,London
DEV_11063,TABLET,iPadOS 16,98.55.46.181,Edinburgh
DEV_11064,MOBILE,Android 13,60.253.150.241,Newcastle
DEV_11065,MOBILE,Android 13,100.202.62.35,Sheffield
DEV_11066,LAPTOP,macOS Ventura,53.94.150.208,Liverpool
DEV_11067,TABLET,Android 13 Tablet,124.186.182.15,Birmingham
DEV_11068,MOBILE,iOS 16.5,159.35.205.116,Sheffield
DEV_11069,MOBILE,iOS 16.5,187.148.248.144,Nottingham
DEV_11070,MOBILE,iOS 16.5,145.179.186.253,Glasgow
DEV_11071,MOBILE,iOS 17.4,52.53.13.47,Bristol
DEV_11072,LAPTOP,Windows 11,151.222.56.107,Edinburgh
DEV_11073,MOBILE,iOS 16.5,104.52.28.33,Cardiff
DEV_11074,TABLET,iPadOS 16,87.122.146.62,Leicester
DEV_11075,TABLET,iPadOS 16,63.82.69.186,Sheffield
DEV_11076,LAPTOP,Ubuntu 22.04,108.120.102.137,Cardiff
DEV_11077,LAPTOP,macOS Sonoma,119.152.61.125,Glasgow
DEV_11078,LAPTOP,macOS Sonoma,148.9.203.172,Bristol
DEV_11079,LAPTOP,Ubuntu 22.04,79.209.194.35,Bristol
DEV_11080,LAPTOP,Windows 10,97.216.44.198,Sheffield
DEV_11081,LAPTOP,Windows 11,59.234.7.248,Glasgow
DEV_11082,LAPTOP,macOS Ventura,131.77.182.128,Cardiff
DEV_11083,MOBILE,iOS 16.5,39.201.34.59,Birmingham
DEV_11084,MOBILE,iOS 16.5,106.161.207.185,Cardiff
DEV_11085,MOBILE,iOS 16.5,171.207.120.139,Glasgow
DEV_11086,MOBILE,Android 14,50.62.42.119,Birmingham
DEV_11087,LAPTOP,Windows 11,96.201.51.186,Belfast
DEV_11088,LAPTOP,macOS Sonoma,121.128.132.98,Edinburgh
DEV_11089,LAPTOP,Windows 10,128.26.134.224,Sheffield
DEV_11090,LAPTOP,Ubuntu 22.04,195.173.10.57,Newcastle
DEV_11091,MOBILE,iOS 17.4,61.199.130.17,Coventry
DEV_11092,MOBILE,Android 13,48.127.96.244,Sheffield
DEV_11093,TABLET,iPadOS 16,44.59.5.133,Glasgow
DEV_11094,LAPTOP,Windows 10,88.103.158.186,Newcastle
DEV_11095,LAPTOP,Ubuntu 22.04,43.53.58.135,Leeds
DEV_11096,TABLET,iPadOS 17,92.195.42.117,Leeds
DEV_11097,TABLET,iPadOS 16,70.80.167.115,Newcastle
DEV_11098,LAPTOP,Ubuntu 22.04,177.30.172.203,Newcastle
DEV_11099,MOBILE,iOS 16.5,54.85.105.5,Nottingham
DEV_11100,MOBILE,Android 14,43.125.176.167,Cardiff
DEV_11101,TABLET,iPadOS 17,170.65.18.221,Bristol
DEV_11102,MOBILE,Android 13,138.219.97.48,Nottingham
DEV_11103,LAPTOP,Ubuntu 22.04,128.34.49.39,London
DEV_11104,LAPTOP,Windows 10,168.82.165.151,Cardiff
DEV_11105,MOBILE,iOS 17.4,177.215.241.7,Liverpool
DEV_11106,TABLET,iPadOS 16,70.74.232.99,Edinburgh
DEV_11107,LAPTOP,macOS Sonoma,182.136.177.209,Leeds
DEV_11108,TABLET,iPadOS 16,143.157.221.18,Belfast
DEV_11109,TABLET,Android 13 Tablet,139.201.141.230,Coventry
DEV_11110,TABLET,iPadOS 17,115.150.50.10,Newcastle
DEV_11111,MOBILE,Android 13,78.95.253.220,Glasgow
DEV_11112,LAPTOP,Windows 11,105.202.224.69,London
DEV_11113,MOBILE,Android 13,54.243.245.222,Liverpool
DEV_11114,MOBILE,Android 14,71.56.245.171,Newcastle
DEV_11115,LAPTOP,Windows 10,193.106.2.127,Sheffield
DEV_11116,TABLET,iPadOS 16,63.18.36.72,Sheffield
DEV_11117,MOBILE,iOS 17.4,109.217.75.123,Liverpool
DEV_11118,LAPTOP,Ubuntu 22.04,72.65.168.139,Manchester
DEV_11119,LAPTOP,macOS Ventura,46.129.146.85,Birmingham
DEV_11120,TABLET,iPadOS 17,176.188.164.127,Glasgow
DEV_11121,MOBILE,Android 14,62.57.165.22,Glasgow
DEV_11122,LAPTOP,Windows 11,97.186.212.124,London
DEV_11123,LAPTOP,Ubuntu 22.04,34.143.166.32,Belfast
DEV_11124,MOBILE,iOS 17.4,164.131.106.133,Liverpool
DEV_11125,LAPTOP,Windows 11,127.127.114.160,Coventry
DEV_11126,MOBILE,Android 13,161.126.138.253,Liverpool
DEV_11127,MOBILE,iOS 17.4,73.121.78.237,Nottingham
DEV_11128,MOBILE,Android 14,100.109.206.117,Leeds
DEV_11129,MOBILE,iOS 16.5,98.148.160.79,Glasgow
DEV_11130,MOBILE,iOS 16.5,113.244.205.42,Manchester
DEV_11131,TABLET,iPadOS 17,154.22.160.202,Glasgow
DEV_11132,LAPTOP,Windows 11,66.15.147.8,Newcastle
DEV_11133,LAPTOP,macOS Sonoma,159.167.86.243,Newcastle
DEV_11134,TABLET,Android 13 Tablet,142.41.180.107,Edinburgh
DEV_11135,TABLET,Android 13 Tablet,84.223.230.253,Liverpool
DEV_11136,TABLET,iPadOS 17,101.213.14.211,Sheffield
DEV_11137,LAPTOP,Windows 10,71.201.229.57,Coventry
DEV_11138,MOBILE,iOS 17.4,64.192.175.250,Belfast
DEV_11139,TABLET,Android 13 Tablet,195.228.253.100,Bristol
DEV_11140,LAPTOP,Ubuntu 22.04,98.65.201.192,Birmingham
DEV_11141,TABLET,Android 13 Tablet,88.32.34.244,Sheffield
DEV_11142,LAPTOP,Windows 11,49.174.65.59,Coventry
DEV_11143,LAPTOP,Windows 11,84.49.116.214,Nottingham
DEV_11144,TABLET,iPadOS 16,185.21.35.238,Glasgow
DEV_11145,LAPTOP,macOS Ventura,98.47.233.91,Belfast
DEV_11146,TABLET,Android 13 Tablet,87.134.72.105,Leeds
DEV_11147,TABLET,iPadOS 16,81.98.97.28,Bristol
DEV_11148,MOBILE,iOS 17.4,42.249.243.100,Newcastle
DEV_11149,TABLET,iPadOS 17,186.8.246.54,Nottingham
DEV_11150,MOBILE,Android 14,190.83.81.43,Cardiff
DEV_11151,MOBILE,iOS 17.4,135.73.61.86,Cardiff
DEV_11152,LAPTOP,Ubuntu 22.04,186.172.14.79,Manchester
DEV_11153,TABLET,iPadOS 17,87.157.219.231,Newcastle
DEV_11154,TABLET,Android 13 Tablet,86.187.86.78,Belfast
DEV_11155,MOBILE,iOS 17.4,81.199.107.48,Bristol
DEV_11156,TABLET,iPadOS 17,173.63.99.242,Coventry
DEV_11157,LAPTOP,Windows 11,58.178.58.4,Leicester
DEV_11158,LAPTOP,Ubuntu 22.04,193.244.107.18,Newcastle
DEV_11159,TABLET,Android 13 Tablet,63.52.62.45,Edinburgh
DEV_11160,MOBILE,Android 14,107.234.84.133,Manchester
DEV_11161,TABLET,iPadOS 17,151.156.147.152,Liverpool
DEV_11162,MOBILE,iOS 17.4,116.167.57.28,Edinburgh
DEV_11163,LAPTOP,macOS Sonoma,117.176.72.67,Leicester
DEV_11164,MOBILE,iOS 17.4,86.222.241.102,Bristol
DEV_11165,TABLET,iPadOS 17,87.168.157.143,Leeds
DEV_11166,LAPTOP,Windows 10,165.90.23.217,Bristol
DEV_11167,LAPTOP,Windows 11,43.193.149.25,Sheffield
DEV_11168,LAPTOP,Ubuntu 22.04,194.125.82.194,Belfast
DEV_11169,MOBILE,iOS 16.5,90.141.134.199,Liverpool
DEV_11170,TABLET,iPadOS 16,54.3.250.46,Cardiff
DEV_11171,MOBILE,Android 13,74.222.14.235,Cardiff
DEV_11172,MOBILE,Android 14,50.222.36.214,Glasgow
DEV_11173,TABLET,iPadOS 16,138.20.73.109,Newcastle
DEV_11174,TABLET,iPadOS 16,114.40.155.38,Birmingham
DEV_11175,LAPTOP,Windows 10,180.117.162.145,Bristol
DEV_11176,MOBILE,Android 14,177.244.134.151,Nottingham
DEV_11177,TABLET,iPadOS 17,142.18.101.246,London
DEV_11178,LAPTOP,Windows 11,35.190.218.200,Leicester
DEV_11179,LAPTOP,Windows 10,55.249.206.80,Liverpool
DEV_11180,LAPTOP,Windows 10,105.17.154.70,Glasgow
DEV_11181,MOBILE,Android 13,38.187.93.95,Newcastle
DEV_11182,MOBILE,Android 13,62.33.195.248,Leeds
DEV_11183,TABLET,Android 13 Tablet,52.36.102.135,London
DEV_11184,TABLET,Android 13 Tablet,91.169.111.61,Liverpool
DEV_11185,TABLET,iPadOS 17,53.8.14.38,Birmingham
DEV_11186,LAPTOP,macOS Ventura,172.181.76.254,Sheffield
DEV_11187,MOBILE,Android 14,93.47.254.129,London
DEV_11188,MOBILE,Android 13,69.238.144.112,Bristol
DEV_11189,LAPTOP,Windows 11,50.171.218.117,Newcastle
DEV_11190,MOBILE,Android 14,180.169.144.227,Glasgow
DEV_11191,LAPTOP,Windows 11,80.190.39.239,Sheffield
DEV_11192,MOBILE,Android 14,113.238.244.21,Glasgow
DEV_11193,TABLET,iPadOS 17,32.101.175.112,Bristol
DEV_11194,LAPTOP,Windows 10,182.249.28.209,Leeds
DEV_11195,TABLET,iPadOS 16,52.45.159.82,Belfast
DEV_11196,TABLET,iPadOS 16,131.74.205.140,Glasgow
DEV_11197,TABLET,iPadOS 17,82.172.55.188,Birmingham
DEV_11198,TABLET,Android 13 Tablet,118.232.101.17,Newcastle
DEV_11199,TABLET,iPadOS 17,107.254.224.86,Bristol
DEV_11200,TABLET,Android 13 Tablet,187.156.10.225,Cardiff
DEV_11201,TABLET,Android 13 Tablet,104.231.179.174,London
DEV_11202,TABLET,Android 13 Tablet,142.135.44.157,London
DEV_11203,TABLET,iPadOS 17,126.224.108.190,London
DEV_11204,MOBILE,Android 14,111.52.116.85,Leicester
DEV_11205,MOBILE,iOS 17.4,45.47.30.145,Manchester
DEV_11206,LAPTOP,macOS Ventura,82.219.195.225,Birmingham
DEV_11207,LAPTOP,Ubuntu 22.04,73.187.175.119,Belfast
DEV_11208,MOBILE,iOS 16.5,83.153.4.116,Liverpool
DEV_11209,LAPTOP,Windows 11,61.211.71.154,Leeds
DEV_11210,TABLET,iPadOS 17,112.229.154.204,Coventry
DEV_11211,MOBILE,iOS 17.4,135.144.6.127,Bristol
DEV_11212,TABLET,iPadOS 16,58.245.93.162,Coventry
DEV_11213,LAPTOP,macOS Ventura,127.232.206.60,London
DEV_11214,TABLET,iPadOS 16,146.73.209.210,Belfast
DEV_11215,TABLET,iPadOS 17,160.111.115.207,Leeds
DEV_11216,MOBILE,Android 14,145.5.199.208,Coventry
DEV_11217,TABLET,iPadOS 16,162.189.223.75,Bristol
DEV_11218,MOBILE,Android 14,121.76.251.13,London
DEV_11219,MOBILE,iOS 16.5,93.77.113.127,Edinburgh
DEV_11220,MOBILE,iOS 17.4,182.102.44.47,Bristol
DEV_11221,MOBILE,Android 14,81.60.61.207,Manchester
DEV_11222,LAPTOP,Windows 11,151.207.151.31,Glasgow
DEV_11223,MOBILE,Android 13,195.31.39.218,Leicester
DEV_11224,LAPTOP,Windows 10,57.143.73.229,Coventry
DEV_11225,LAPTOP,Windows 11,46.217.80.126,Liverpool
DEV_11226,TABLET,iPadOS 17,50.101.64.129,Edinburgh
